municipality_code,department,municipality,year,population
19473,Cauca,Morales,2021,41937
19513,Cauca,Padilla,2021,10313
19517,Cauca,Páez,2021,49336
19532,Cauca,Patía,2021,37965
19533,Cauca,Piamonte,2021,9284
19548,Cauca,Piendamó - Tunía,2021,42026
19573,Cauca,Puerto Tejada,2021,42951
19585,Cauca,Puracé,2021,17753
19622,Cauca,Rosas,2021,11754
19693,Cauca,San Sebastián,2021,10900
19698,Cauca,Santander de Quilichao,2021,118996
19701,Cauca,Santa Rosa,2021,5339
19743,Cauca,Silvia,2021,38786
19760,Cauca,Sotará Paispamba,2021,14276
19780,Cauca,Suárez,2021,34762
19785,Cauca,Sucre,2021,9648
19807,Cauca,Timbío,2021,37084
19809,Cauca,Timbiquí,2021,27569
19821,Cauca,Toribío,2021,37381
19824,Cauca,Totoró,2021,25989
19845,Cauca,Villa Rica,2021,22230
20001,Cesar,Valledupar,2021,555190
20011,Cesar,Aguachica,2021,123137
20013,Cesar,Agustín Codazzi,2021,65730
20032,Cesar,Astrea,2021,21682
20045,Cesar,Becerril,2021,24764
20060,Cesar,Bosconia,2021,44652
20175,Cesar,Chimichagua,2021,36943
20178,Cesar,Chiriguaná,2021,30725
20228,Cesar,Curumaní,2021,41994
20238,Cesar,El Copey,2021,33160
20250,Cesar,El Paso,2021,42886
20295,Cesar,Gamarra,2021,15922
20310,Cesar,González,2021,4747
20383,Cesar,La Gloria,2021,18808
20400,Cesar,La Jagua de Ibirico,2021,54496
20443,Cesar,Manaure Balcón del Cesar,2021,10956
20517,Cesar,Pailitas,2021,20262
20550,Cesar,Pelaya,2021,22939
20570,Cesar,Pueblo Bello,2021,31156
20614,Cesar,Río de Oro,2021,18486
20621,Cesar,La Paz,2021,30888
20710,Cesar,San Alberto,2021,29194
20750,Cesar,San Diego,2021,21620
20770,Cesar,San Martín,2021,30577
20787,Cesar,Tamalameque,2021,16532
23001,Córdoba,Montería,2021,529652
23068,Córdoba,Ayapel,2021,48777
23079,Córdoba,Buenavista,2021,21866
23090,Córdoba,Canalete,2021,15983
23162,Córdoba,Cereté,2021,113247
23168,Córdoba,Chimá,2021,18619
23182,Córdoba,Chinú,2021,50557
23189,Córdoba,Ciénaga de Oro,2021,61321
23300,Córdoba,Cotorra,2021,20322
23350,Córdoba,La Apartada,2021,15670
23417,Córdoba,Lorica,2021,118492
23419,Córdoba,Los Córdobas,2021,19136
23464,Córdoba,Momil,2021,21199
23466,Córdoba,Montelíbano,2021,85112
23500,Córdoba,Moñitos,2021,31756
23555,Córdoba,Planeta Rica,2021,65791
23570,Córdoba,Pueblo Nuevo,2021,37099
23574,Córdoba,Puerto Escondido,2021,24370
23580,Córdoba,Puerto Libertador,2021,44120
23586,Córdoba,Purísima de La Concepción,2021,18336
23660,Córdoba,Sahagún,2021,113914
23670,Córdoba,San Andrés Sotavento,2021,50878
23672,Córdoba,San Antero,2021,36757
23675,Córdoba,San Bernardo del Viento,2021,39356
23678,Córdoba,San Carlos,2021,28063
23682,Córdoba,San José de Uré,2021,14418
23686,Córdoba,San Pelayo,2021,55304
23807,Córdoba,Tierralta,2021,97113
23815,Córdoba,Tuchín,2021,57141
23855,Córdoba,Valencia,2021,36493
25001,Cundinamarca,Agua de Dios,2021,11818
25019,Cundinamarca,Albán,2021,6736
25035,Cundinamarca,Anapoima,2021,15659
25040,Cundinamarca,Anolaima,2021,14309
25053,Cundinamarca,Arbeláez,2021,10877
25086,Cundinamarca,Beltrán,2021,1801
25095,Cundinamarca,Bituima,2021,2505
25099,Cundinamarca,Bojacá,2021,10442
25120,Cundinamarca,Cabrera,2021,4862
25123,Cundinamarca,Cachipay,2021,10248
25126,Cundinamarca,Cajicá,2021,106569
25148,Cundinamarca,Caparrapí,2021,12112
25151,Cundinamarca,Cáqueza,2021,17731
25154,Cundinamarca,Carmen de Carupa,2021,7718
25168,Cundinamarca,Chaguaní,2021,4307
25175,Cundinamarca,Chía,2021,156919
25178,Cundinamarca,Chipaque,2021,9887
25181,Cundinamarca,Choachí,2021,11208
25183,Cundinamarca,Chocontá,2021,21391
25200,Cundinamarca,Cogua,2021,23670
25214,Cundinamarca,Cota,2021,42076
25224,Cundinamarca,Cucunubá,2021,7979
25245,Cundinamarca,El Colegio,2021,25420
25258,Cundinamarca,El Peñón,2021,4733
